0, 1613.57
1, 1613.57
2, 1613.57
3, 1704.44
4, 1704.44
5, 1766.02
6, 1766.02
7, 1766.02
8, 1766.02
9, 1814.81
10, 1814.81
11, 1917.75
12, 1917.75
13, 1963.2
14, 1963.2
15, 1983.02
16, 1983.02
17, 2098.95
18, 2098.95
19, 2098.95
20, 2098.95
21, 2098.95
22, 2098.95
23, 2098.95
24, 2098.95
25, 2145.29
26, 2145.29
27, 2157.58
28, 2157.58
29, 2157.58
30, 2157.58
31, 2157.58
32, 2157.58
33, 2219.76
34, 2219.76
35, 2219.76
36, 2219.76
37, 2219.76
38, 2219.76
39, 2239.94
40, 2239.94
41, 2239.94
42, 2239.94
43, 2263.9
44, 2263.9
45, 2263.9
46, 2263.9
47, 2263.9
48, 2263.9
49, 2263.9
50, 2263.9
51, 2267.26
52, 2267.26
53, 2267.26
54, 2267.26
55, 2270.31
56, 2270.31
57, 2288.66
58, 2288.66
59, 2289.71
60, 2289.71
61, 2293.39
62, 2293.39
63, 2293.39
64, 2293.39
65, 2300.21
66, 2300.21
67, 2309.93
68, 2309.93
69, 2309.93
70, 2309.93
71, 2310.17
72, 2310.17
73, 2310.17
74, 2310.17
75, 2310.17
76, 2310.17
77, 2310.77
78, 2310.77
79, 2323.06
80, 2323.06
81, 2375.5
82, 2375.5
83, 2375.5
84, 2375.5
85, 2375.5
86, 2375.5
87, 2375.5
88, 2375.5
89, 2375.5
90, 2375.5
91, 2375.5
92, 2375.5
93, 2375.5
94, 2375.5
95, 2375.5
96, 2375.5
97, 2376.12
98, 2376.12
99, 2376.12
100, 2376.12
101, 2376.12
102, 2376.12
103, 2378.39
104, 2378.39
105, 2378.39
106, 2378.39
107, 2378.93
108, 2378.93
109, 2379.83
110, 2379.83
111, 2379.83
112, 2379.83
113, 2379.83
114, 2379.83
115, 2379.83
116, 2379.83
117, 2379.83
118, 2379.83
119, 2397.42
120, 2397.42
121, 2397.42
122, 2397.42
123, 2397.42
124, 2397.42
125, 2397.42
126, 2397.42
127, 2397.42
128, 2397.42
129, 2397.42
130, 2397.42
131, 2397.42
132, 2397.42
133, 2397.42
134, 2397.42
135, 2397.42
136, 2397.42
137, 2397.42
138, 2397.42
139, 2397.42
140, 2397.42
141, 2397.42
142, 2397.42
143, 2403.06
144, 2403.06
145, 2403.56
146, 2403.56
147, 2408.41
148, 2408.41
149, 2416.31
150, 2416.31
151, 2427.38
152, 2427.38
153, 2427.38
154, 2427.38
155, 2427.38
156, 2427.38
157, 2430.78
158, 2430.78
159, 2430.78
160, 2430.78
161, 2430.78
162, 2430.78
163, 2441.35
164, 2441.35
165, 2442.48
166, 2442.48
167, 2442.48
168, 2442.48
169, 2442.48
170, 2442.48
171, 2442.48
172, 2442.48
173, 2443.45
174, 2443.45
175, 2443.45
176, 2443.45
177, 2443.45
178, 2443.45
179, 2443.45
180, 2443.45
181, 2443.45
182, 2443.45
183, 2443.45
184, 2443.45
185, 2443.45
186, 2443.45
187, 2443.45
188, 2443.45
189, 2443.45
190, 2443.45
191, 2443.45
192, 2443.45
193, 2443.45
194, 2443.45
195, 2443.45
196, 2443.45
197, 2443.45
198, 2443.45
199, 2443.45
200, 2443.45
201, 2443.45
202, 2443.45
203, 2443.45
204, 2443.45
205, 2443.45
206, 2443.45
207, 2443.45
208, 2443.45
209, 2443.45
210, 2443.45
211, 2443.61
212, 2443.61
213, 2443.61
214, 2443.61
215, 2443.61
216, 2443.61
217, 2443.61
218, 2443.61
219, 2443.94
220, 2443.94
221, 2444.59
222, 2444.59
223, 2444.59
224, 2444.59
225, 2466.43
226, 2466.43
227, 2466.43
228, 2466.43
229, 2466.43
230, 2466.43
231, 2466.43
232, 2466.43
233, 2466.43
234, 2466.43
235, 2466.43
236, 2466.43
237, 2466.43
238, 2466.43
239, 2466.43
240, 2466.43
241, 2466.43
242, 2466.43
243, 2466.43
244, 2466.43
245, 2466.43
246, 2466.43
247, 2466.43
248, 2466.43
249, 2466.43
250, 2466.43
251, 2466.43
252, 2466.43
253, 2466.43
254, 2466.43
255, 2466.43
256, 2466.43
257, 2466.43
258, 2466.43
259, 2466.43
260, 2466.43
261, 2466.43
262, 2466.43
263, 2466.43
264, 2466.43
265, 2466.43
266, 2466.43
267, 2466.43
268, 2466.43
269, 2466.43
270, 2466.43
271, 2466.43
272, 2466.43
273, 2466.43
274, 2466.43
275, 2466.43
276, 2466.43
277, 2466.43
278, 2466.43
279, 2466.43
280, 2466.43
281, 2466.43
282, 2466.43
283, 2466.43
284, 2466.43
285, 2466.43
286, 2466.43
287, 2466.43
288, 2466.43
289, 2466.43
290, 2466.43
291, 2466.43
292, 2466.43
293, 2466.43
294, 2466.43
295, 2466.43
296, 2466.43
297, 2466.43
298, 2466.43
299, 2466.43
300, 2466.43
301, 2466.43
302, 2466.43
303, 2466.43
304, 2466.43
305, 2502.24
306, 2502.24
307, 2502.24
308, 2502.24
309, 2502.24
310, 2502.24
311, 2502.24
312, 2502.24
313, 2502.24
314, 2502.24
315, 2502.24
316, 2502.24
317, 2502.24
318, 2502.24
319, 2502.24
320, 2502.24
321, 2502.24
322, 2502.24
323, 2502.24
324, 2502.24
325, 2502.24
326, 2502.24
327, 2502.24
328, 2502.24
329, 2502.24
330, 2502.24
331, 2502.24
332, 2502.24
333, 2502.24
334, 2502.24
335, 2502.24
336, 2502.24
337, 2502.24
338, 2502.24
339, 2502.24
340, 2502.24
341, 2502.24
342, 2502.24
343, 2502.24
344, 2502.24
345, 2502.24
346, 2502.24
347, 2502.24
348, 2502.24
349, 2502.24
350, 2502.24
351, 2502.24
352, 2502.24
353, 2502.24
354, 2502.24
355, 2502.24
356, 2502.24
357, 2502.24
358, 2502.24
359, 2502.24
360, 2502.24
361, 2502.24
362, 2502.24
363, 2502.24
364, 2502.24
365, 2502.24
366, 2502.24
367, 2502.24
368, 2502.24
369, 2502.24
370, 2502.24
371, 2502.24
372, 2502.24
373, 2502.24
374, 2502.24
375, 2502.24
376, 2502.24
377, 2502.24
378, 2502.24
379, 2502.24
380, 2502.24
381, 2502.24
382, 2502.24
383, 2502.24
384, 2502.24
385, 2502.24
386, 2502.24
387, 2502.24
388, 2502.24
389, 2502.24
390, 2502.24
